line_item_id,event_date_local,impressions,clicks,media_cost_usd,billing_month
LI-5003,2026-05-28,16068,13,63.78,2026-05
LI-5011,2026-04-25,7770,15,25.42,2026-04
LI-5014,2026-04-25,17749,29,28.51,2026-04
LI-5001,2026-06-16,51701,72,206.87,2026-06
LI-5003,2026-05-12,16533,32,30.55,2026-05
LI-5008,2026-04-26,9421,7,30.57,2026-04
LI-5008,2026-04-06,6991,3,18.35,2026-04
LI-5011,2026-06-11,9462,10,33.63,2026-06
LI-5102,2026-06-26,9096,10,16.33,2026-06
LI-5103,2026-05-20,5394,5,9.12,2026-05
LI-5006,2026-04-06,46821,90,141.66,2026-04
LI-5004,2026-05-09,29829,36,64.06,2026-05
LI-5012,2026-05-12,24766,41,84.88,2026-05
LI-5014,2026-05-03,13164,15,44.71,2026-05
LI-5005,2026-05-20,6024,2,12.58,2026-05
LI-5012,2026-04-29,16006,9,58.39,2026-04
LI-5013,2026-06-26,5509,6,10.03,2026-06
LI-5004,2026-04-08,33747,67,60.44,2026-04
LI-5006,2026-05-15,46828,57,196.02,2026-05
LI-5004,2026-05-26,37333,56,67.66,2026-05
LI-5001,2026-04-01,63308,118,242.33,2026-04
LI-5007,2026-04-27,8983,18,31.76,2026-04
LI-5011,2026-04-23,6289,8,10.53,2026-04
LI-5007,2026-06-03,12137,24,38.75,2026-06
LI-5009,2026-04-14,21925,28,62.62,2026-04
LI-5014,2026-04-03,12188,11,40.6,2026-04
LI-5004,2026-06-06,43616,83,97.94,2026-06
LI-5014,2026-04-24,11764,12,30.89,2026-04
LI-5006,2026-05-09,55056,82,93.51,2026-05
LI-5999,2026-04-05,28424,47,74.3,2026-04
LI-5009,2026-05-24,20725,41,54.84,2026-05
LI-5013,2026-04-29,6408,6,25.76,2026-04
LI-5011,2026-04-18,9475,13,36.44,2026-04
LI-5001,2026-05-26,46949,76,94.46,2026-05
LI-5004,2026-06-17,40115,60,148.07,2026-06
LI-5011,2026-05-01,7249,13,29.44,2026-05
LI-5009,2026-05-14,18592,11,33.36,2026-05
LI-5001,2026-05-10,58744,23,226.0,2026-05
LI-5006,2026-06-07,57207,34,171.49,2026-06
LI-5015,2026-04-15,8607,16,20.48,2026-04
LI-5105,2026-06-07,7355,14,29.97,2026-06
LI-5004,2026-05-02,21427,40,36.48,2026-05
LI-5003,2026-05-04,15279,19,54.56,2026-05
LI-5015,2026-05-19,9827,4,30.6,2026-05
LI-5101,2026-05-01,7383,3,26.44,2026-05
LI-5006,2026-06-23,46487,34,150.81,2026-06
LI-5104,2026-06-18,2964,2,5.55,2026-06
LI-5014,2026-06-18,16022,13,56.52,2026-06
LI-5101,2026-05-06,9544,16,16.69,2026-05
LI-5013,2026-04-21,7087,7,16.63,2026-04
LI-5104,2026-06-21,3006,2,10.06,2026-06
LI-5103,2026-04-07,5582,9,9.52,2026-04
LI-5014,2026-05-07,12641,5,37.74,2026-05
LI-5105,2026-05-17,6074,11,15.5,2026-05
LI-5003,2026-06-26,17670,12,51.04,2026-06
LI-5012,2026-06-01,23941,27,80.6,2026-06
LI-5002,2026-06-01,8443,14,20.54,2026-06
LI-5001,2026-06-19,26522,37,47.6,2026-06
LI-5101,2026-06-28,6132,11,19.18,2026-06
LI-5014,2026-06-22,10934,19,37.99,2026-06
LI-5105,2026-04-05,9520,5,36.87,2026-04
LI-5010,2026-04-26,39456,27,97.37,2026-04
LI-5005,2026-04-26,5090,5,20.79,2026-04
LI-5004,2026-06-12,20482,27,42.18,2026-06
LI-5002,2026-06-23,8205,6,24.56,2026-06
LI-5106,2026-05-04,7447,11,11.96,2026-05
LI-5102,2026-06-14,5622,7,10.43,2026-06
LI-5104,2026-06-05,4525,2,12.83,2026-06
LI-5001,2026-04-25,52051,22,175.97,2026-04
LI-5002,2026-06-10,8691,5,25.58,2026-06
LI-5104,2026-05-26,2026,2,5.05,2026-05
LI-5008,2026-05-28,8507,5,17.87,2026-05
LI-5105,2026-05-18,5825,2,19.09,2026-05
LI-5002,2026-04-29,9877,18,41.02,2026-04
LI-5012,2026-06-21,15719,10,32.77,2026-06
LI-5003,2026-06-20,21520,43,66.21,2026-06
LI-5007,2026-04-25,14316,6,33.75,2026-04
LI-5104,2026-04-18,3100,2,5.81,2026-04
LI-5014,2026-04-10,6092,11,11.61,2026-04
LI-5001,2026-06-21,27380,17,48.96,2026-06
LI-5104,2026-04-06,3558,4,9.12,2026-04
LI-5009,2026-04-11,22125,19,77.46,2026-04
LI-5105,2026-05-06,7054,10,24.24,2026-05
LI-5014,2026-06-02,9751,17,16.65,2026-06
LI-5106,2026-06-25,6162,8,23.05,2026-06
LI-5005,2026-05-17,5213,9,17.74,2026-05
LI-5002,2026-04-23,11384,20,39.27,2026-04
LI-5104,2026-05-11,3537,3,7.75,2026-05
LI-5005,2026-06-11,5496,5,10.36,2026-06
LI-5001,2026-06-23,64283,30,259.33,2026-06
LI-5002,2026-04-02,12276,18,51.35,2026-04
LI-5004,2026-04-29,32380,47,115.23,2026-04
LI-5001,2026-04-20,38840,21,87.79,2026-04
LI-5103,2026-05-06,4880,2,9.61,2026-05
LI-5003,2026-04-04,10080,12,24.44,2026-04
LI-5003,2026-05-16,16629,21,45.2,2026-05
LI-5014,2026-05-21,18608,32,74.12,2026-05
LI-5004,2026-05-31,28529,17,98.26,2026-05
LI-5103,2026-06-24,4846,10,18.28,2026-06
LI-5103,2026-04-05,4787,6,11.65,2026-04
LI-5014,2026-06-12,10754,20,28.64,2026-06
LI-5006,2026-05-24,28004,46,67.0,2026-05
LI-5101,2026-06-27,4354,4,7.07,2026-06
LI-5004,2026-05-12,26667,16,98.77,2026-05
LI-5999,2026-04-01,21044,28,49.18,2026-04
LI-5009,2026-06-02,18732,10,46.28,2026-06
LI-5105,2026-06-18,7329,8,27.39,2026-06
LI-5104,2026-04-04,4185,6,15.14,2026-04
LI-5007,2026-04-06,10651,6,31.33,2026-04
LI-5008,2026-05-05,7224,8,14.39,2026-05
LI-5014,2026-06-19,12832,26,49.68,2026-06
LI-5013,2026-06-09,6460,12,24.66,2026-06
LI-5012,2026-05-19,18336,15,63.98,2026-05
LI-5105,2026-04-14,8677,6,30.67,2026-04
LI-5014,2026-04-22,14823,22,52.59,2026-04
LI-5004,2026-06-07,23533,23,60.02,2026-06
LI-5012,2026-06-24,18745,10,48.08,2026-06
LI-5004,2026-05-05,33548,19,100.92,2026-05
LI-5011,2026-04-13,3884,4,11.85,2026-04
LI-5013,2026-06-30,7766,9,21.03,2026-06
LI-5103,2026-04-01,5126,6,12.21,2026-04
LI-5102,2026-05-10,6577,10,17.74,2026-05
LI-5001,2026-04-18,61550,93,163.58,2026-04
LI-5001,2026-06-07,61420,32,132.19,2026-06
LI-5104,2026-06-30,4796,10,11.57,2026-06
LI-5104,2026-06-01,2459,3,9.17,2026-06
LI-5008,2026-06-24,-6960,7,24.09,2026-06
LI-5002,2026-04-22,5250,6,19.83,2026-04
LI-5105,2026-06-16,5174,5,12.48,2026-06
LI-5008,2026-06-28,7937,14,24.41,2026-06
LI-5104,2026-04-05,2279,2,6.35,2026-04
LI-5006,2026-06-01,53793,104,221.24,2026-06
LI-5106,2026-06-24,5773,11,11.07,2026-06
LI-5013,2026-05-05,6114,6,11.69,2026-05
LI-5005,2026-05-22,3837,6,10.53,2026-05
LI-5103,2026-05-14,3851,1,12.56,2026-05
LI-5102,2026-05-26,5927,6,19.32,2026-05
LI-5102,2026-05-12,5316,3,17.81,2026-05
LI-5003,2026-06-21,13973,29,45.54,2026-06
LI-5106,2026-06-22,9285,5,23.99,2026-06
LI-5010,2026-04-28,32802,25,77.09,2026-04
LI-5004,2026-04-19,43428,66,120.92,2026-04
LI-5015,2026-04-14,10988,6,28.43,2026-04
LI-5003,2026-06-09,13783,20,42.46,2026-06
LI-5007,2026-05-30,11798,15,21.68,2026-05
LI-5105,2026-05-08,7594,5,13.79,2026-05
LI-5101,2026-06-13,6710,3,11.23,2026-06
LI-5012,2026-04-25,16170,26,40.34,2026-04
LI-5103,2026-04-27,6009,6,15.33,2026-04
LI-5101,2026-05-05,6431,11,22.4,2026-05
LI-5005,2026-04-17,8044,14,19.41,2026-04
LI-5104,2026-06-24,4076,4,12.84,2026-06
LI-5011,2026-05-28,6234,9,11.36,2026-05
LI-5005,2026-04-04,6006,7,18.06,2026-04
LI-5005,2026-05-09,6374,12,23.62,2026-05
LI-5008,2026-05-12,9859,11,24.12,2026-05
LI-5105,2026-05-22,7341,5,28.93,2026-05
LI-5012,2026-04-26,15197,10,31.83,2026-04
LI-5013,2026-04-28,5314,10,21.37,2026-04
LI-5010,2026-06-20,30068,17,52.6,2026-06
LI-5006,2026-06-20,44422,81,111.98,2026-06
LI-5011,2026-05-12,5885,3,15.11,2026-05
LI-5011,2026-06-09,5450,11,21.71,2026-06
LI-5006,2026-05-12,57830,69,154.39,2026-05
LI-5105,2026-06-09,3511,7,6.83,2026-06
LI-5006,2026-04-05,32042,21,115.12,2026-04
LI-5015,2026-05-05,9039,10,14.99,2026-05
LI-5003,2026-04-30,19791,21,66.92,2026-05
LI-5011,2026-04-28,3690,3,6.98,2026-04
LI-5101,2026-06-09,8324,12,29.46,2026-06
LI-5104,2026-05-02,3341,3,9.19,2026-05
LI-5002,2026-06-22,8531,11,26.36,2026-06
LI-5015,2026-05-08,12457,16,25.38,2026-05
LI-5003,2026-04-11,9729,5,34.05,2026-04
LI-5002,2026-05-22,10277,12,33.16,2026-05
LI-5101,2026-06-11,5405,2,20.25,2026-06
LI-5014,2026-05-04,15947,7,36.58,2026-05
LI-5999,2026-04-03,35190,14,78.72,2026-04
LI-5101,2026-05-31,5755,5,11.43,2026-06
LI-5003,2026-05-18,14358,22,54.49,2026-05
LI-5007,2026-04-24,12405,11,35.44,2026-04
LI-5009,2026-05-01,18560,35,44.62,2026-05
LI-5014,2026-05-29,11289,23,36.12,2026-05
LI-5007,2026-05-22,12617,17,35.1,2026-05
LI-5009,2026-05-04,31639,23,121.96,2026-05
LI-5002,2026-06-03,7130,7,12.94,2026-06
LI-5101,2026-06-29,7214,7,21.71,2026-06
LI-5101,2026-06-02,8584,6,24.9,2026-06
LI-5010,2026-06-05,30981,27,57.79,2026-06
LI-5014,2026-04-23,10355,15,28.31,2026-04
LI-5015,2026-06-25,10311,15,21.59,2026-06
LI-5012,2026-04-18,25248,16,105.61,2026-04
LI-5105,2026-06-10,4676,4,12.07,2026-06
LI-5001,2026-06-14,59244,57,207.68,2026-06
LI-5009,2026-06-20,18318,38,36.36,2026-06
LI-5005,2026-05-21,6008,4,20.27,2026-05
LI-5102,2026-04-04,6987,6,15.62,2026-04
LI-5014,2026-05-18,6985,6,26.79,2026-05
LI-5011,2026-04-21,6427,11,22.56,2026-04
LI-5104,2026-04-12,2801,1,7.58,2026-04
LI-5008,2026-04-04,5841,11,14.29,2026-04
LI-5003,2026-05-22,17304,21,28.38,2026-05
LI-5001,2026-04-21,56733,95,166.43,2026-04
LI-5106,2026-04-16,7427,11,18.33,2026-04
LI-5001,2026-04-30,39941,61,98.89,2026-05
LI-5009,2026-06-15,25811,19,68.69,2026-06
LI-5010,2026-06-03,27305,28,85.81,2026-06
LI-5103,2026-06-26,5645,10,23.37,2026-06
LI-5103,2026-06-06,2526,4,4.65,2026-06
LI-5012,2026-05-24,21997,43,90.16,2026-05
LI-5004,2026-04-18,30777,18,84.68,2026-04
LI-5011,2026-04-05,4021,5,7.6,2026-04
LI-5015,2026-04-03,8403,10,30.94,2026-04
LI-5013,2026-04-02,6293,5,24.5,2026-04
LI-5013,2026-04-20,7545,7,27.58,2026-04
LI-5002,2026-04-24,9009,18,20.9,2026-04
LI-5103,2026-04-26,3426,5,8.82,2026-04
LI-5013,2026-04-24,3051,1,8.84,2026-04
LI-5006,2026-04-11,41112,30,166.78,2026-04
LI-5105,2026-04-04,10186,5,19.43,2026-04
LI-5010,2026-06-10,31449,14,98.58,2026-06
LI-5002,2026-06-16,12946,21,42.22,2026-06
LI-5005,2026-05-14,6412,12,12.74,2026-05
LI-5104,2026-04-03,3053,2,10.03,2026-04
LI-5004,2026-05-18,42453,56,150.28,2026-05
LI-5106,2026-06-21,6841,8,14.65,2026-06
LI-5010,2026-06-18,33607,58,91.64,2026-06
LI-5103,2026-06-02,4041,2,12.03,2026-06
LI-5013,2026-04-10,6988,6,17.17,2026-04
LI-5008,2026-06-07,6725,10,22.92,2026-06
LI-5011,2026-04-11,6472,5,17.32,2026-04
LI-5007,2026-04-21,17899,7,70.13,2026-04
LI-5103,2026-04-09,5718,7,23.27,2026-04
LI-5007,2026-05-23,11662,10,32.81,2026-05
LI-5104,2026-06-16,2831,5,8.41,2026-06
LI-5003,2026-06-15,14205,11,37.56,2026-06
LI-5003,2026-06-13,12808,26,21.25,2026-06
LI-5008,2026-06-30,8844,12,33.26,2026-06
LI-5104,2026-06-11,4130,1,9.02,2026-06
LI-5008,2026-06-08,7425,11,30.49,2026-06
LI-5011,2026-06-17,6298,8,11.93,2026-06
LI-5006,2026-05-13,38079,55,129.17,2026-05
LI-5010,2026-06-19,43076,34,129.55,2026-06
LI-5002,2026-05-10,8583,12,31.75,2026-05
LI-5101,2026-05-07,5942,2,21.83,2026-05
LI-5002,2026-04-10,11399,14,36.45,2026-04
LI-5002,2026-06-20,11495,22,24.62,2026-06
LI-5006,2026-05-07,52925,67,120.96,2026-05
LI-5104,2026-06-28,3803,4,12.45,2026-06
LI-5106,2026-05-06,7550,14,12.99,2026-05
LI-5102,2026-04-22,6367,11,10.69,2026-04
LI-5002,2026-04-20,13625,14,42.46,2026-04
LI-5104,2026-05-12,3464,1,6.0,2026-05
LI-5106,2026-04-30,5862,7,11.01,2026-04
LI-5014,2026-05-12,10619,5,36.46,2026-05
LI-5012,2026-04-20,11522,14,33.1,2026-04
LI-5014,2026-05-14,17730,22,41.66,2026-05
LI-5008,2026-06-15,10445,7,30.66,2026-06
LI-5010,2026-04-09,34771,58,136.76,2026-04
LI-5104,2026-05-17,2727,3,7.04,2026-05
LI-5105,2026-06-15,8440,9,23.68,2026-06
LI-5102,2026-04-24,6854,9,20.63,2026-04
LI-5104,2026-04-20,4372,3,15.22,2026-04
LI-5012,2026-04-19,30132,30,60.71,2026-04
LI-5013,2026-06-08,5835,11,12.88,2026-06
LI-5102,2026-06-28,7608,7,20.12,2026-06
LI-5011,2026-05-21,7962,11,19.26,2026-05
LI-5008,2026-04-23,5990,11,12.95,2026-04
LI-5103,2026-05-17,4825,2,17.66,2026-05
LI-5101,2026-05-08,8609,5,18.29,2026-05
LI-5105,2026-04-02,8962,18,36.51,2026-04
LI-5003,2026-06-28,19432,38,52.35,2026-06
LI-5103,2026-06-23,4468,6,7.18,2026-06
LI-5001,2026-06-03,44992,55,132.83,2026-06
LI-5005,2026-04-30,7181,4,26.39,2026-05
LI-5013,2026-04-03,8153,5,16.22,2026-04
LI-5103,2026-04-12,3767,2,13.31,2026-04
LI-5010,2026-06-13,16928,25,33.94,2026-06
LI-5015,2026-04-22,10389,12,23.54,2026-04
LI-5006,2026-06-28,53036,85,103.46,2026-06
LI-5009,2026-05-21,18348,19,67.67,2026-05
LI-5014,2026-04-02,14221,26,28.35,2026-04
LI-5015,2026-04-27,14336,6,51.15,2026-04
LI-5002,2026-06-18,11498,15,27.71,2026-06
LI-5001,2026-05-07,48694,101,175.34,2026-05
LI-5003,2026-06-01,14815,23,53.26,2026-06
LI-5001,2026-06-22,54555,63,139.45,2026-06
LI-5015,2026-04-11,9637,15,29.53,2026-04
LI-5011,2026-05-06,7060,7,20.05,2026-05
LI-5010,2026-05-12,31875,27,72.43,2026-05
LI-5005,2026-04-09,2942,4,9.94,2026-04
LI-5012,2026-05-16,20797,27,59.28,2026-05
LI-5015,2026-06-27,11685,22,42.99,2026-06
LI-5015,2026-05-29,14642,13,48.07,2026-05
LI-5013,2026-06-18,4806,5,19.22,2026-06
LI-5009,2026-04-24,29465,36,56.37,2026-04
LI-5006,2026-05-23,63366,104,199.83,2026-05
LI-5014,2026-06-01,14267,28,32.77,2026-06
LI-5012,2026-05-07,18563,32,75.23,2026-05
LI-5014,2026-05-22,12543,6,34.07,2026-05
LI-5104,2026-05-29,2234,4,7.79,2026-05
LI-5007,2026-05-09,13065,18,48.29,2026-05
LI-5006,2026-05-27,49153,61,129.35,2026-05
LI-5002,2026-06-26,9952,12,26.29,2026-06
LI-5004,2026-04-04,25382,11,50.94,2026-04
LI-5010,2026-05-31,32774,49,75.25,2026-06
LI-5007,2026-04-02,12080,19,27.78,2026-04
LI-5008,2026-06-22,9576,4,21.64,2026-06
LI-5006,2026-04-22,53382,95,168.9,2026-04
LI-5003,2026-05-14,20821,24,74.71,2026-05
LI-5007,2026-06-26,9125,15,26.75,2026-06
LI-5003,2026-05-05,14317,17,48.43,2026-05
LI-5012,2026-05-23,28109,25,45.17,2026-05
LI-5104,2026-06-26,4897,9,18.39,2026-06
LI-5105,2026-04-18,6332,9,24.66,2026-04
LI-5010,2026-04-19,32631,66,72.45,2026-04
LI-5002,2026-06-29,6530,3,19.59,2026-06
LI-5011,2026-04-09,8068,4,23.65,2026-04
LI-5009,2026-04-18,14807,21,53.16,2026-04
LI-5010,2026-06-22,36579,63,147.17,2026-06
LI-5102,2026-04-28,6819,9,22.28,2026-04
LI-5106,2026-06-02,8164,11,25.49,2026-06
LI-5008,2026-05-11,8684,10,27.12,2026-05
LI-5008,2026-04-02,6640,2,16.18,2026-04
LI-5001,2026-05-15,56450,26,111.8,2026-05
LI-5102,2026-05-13,6667,6,21.87,2026-05
LI-5003,2026-06-22,14835,26,26.67,2026-06
LI-5012,2026-06-27,20478,20,44.44,2026-06
LI-5106,2026-06-26,7633,11,26.52,2026-06
LI-5014,2026-05-26,12391,24,38.71,2026-05
LI-5016,2026-06-15,14935,30,44.42,2026-06
LI-5010,2026-06-17,16455,12,27.23,2026-06
LI-5010,2026-05-02,28635,15,94.13,2026-05
LI-5002,2026-04-04,9711,10,34.1,2026-04
LI-5002,2026-06-24,11030,13,35.0,2026-06
LI-5005,2026-05-05,7042,13,19.51,2026-05
LI-5014,2026-04-14,8317,9,27.24,2026-04
LI-5004,2026-05-30,25963,42,66.27,2026-05
LI-5012,2026-05-26,24848,24,48.86,2026-05
LI-5001,2026-05-02,40821,44,163.26,2026-05
LI-5009,2026-04-17,27199,23,71.22,2026-04
LI-5014,2026-06-16,17623,29,61.66,2026-06
LI-5005,2026-04-11,6799,8,15.72,2026-04
LI-5101,2026-05-27,5833,2,16.79,2026-05
LI-5005,2026-05-15,7094,4,17.84,2026-05
LI-5104,2026-06-25,2666,5,10.72,2026-06
LI-5008,2026-05-19,7341,10,29.73,2026-05
LI-5005,2026-05-25,8226,16,19.92,2026-05
LI-5101,2026-05-19,9570,7,22.25,2026-05
LI-5002,2026-05-24,6831,9,26.55,2026-05
LI-5106,2026-04-20,5835,3,18.15,2026-04
LI-5103,2026-04-28,4476,6,11.26,2026-04
LI-5003,2026-06-23,15610,22,55.79,2026-06
LI-5106,2026-04-04,9263,11,38.89,2026-04
LI-5011,2026-06-16,7417,13,24.72,2026-06
LI-5001,2026-04-15,32584,45,68.68,2026-04
LI-5013,2026-04-27,4992,3,19.38,2026-04
LI-5006,2026-06-13,46093,64,79.25,2026-06
LI-5005,2026-04-28,6730,3,25.86,2026-04
LI-5010,2026-05-05,46188,62,193.32,2026-05
LI-5009,2026-04-02,16752,25,36.87,2026-04
LI-5009,2026-06-13,18525,10,77.2,2026-06
LI-5001,2026-06-18,38537,35,65.02,2026-06
LI-5007,2026-05-28,12864,16,53.55,2026-05
LI-5005,2026-04-24,5779,11,17.52,2026-04
LI-5003,2026-04-02,16134,9,44.01,2026-04
LI-5102,2026-04-18,5467,8,14.92,2026-04
LI-5101,2026-05-10,7333,8,30.0,2026-05
LI-5010,2026-04-17,44775,33,73.31,2026-04
LI-5102,2026-05-30,9311,10,20.01,2026-05
LI-5105,2026-06-14,7088,12,13.34,2026-06
LI-5003,2026-04-09,13071,20,31.86,2026-04
LI-5104,2026-05-27,4190,7,12.19,2026-05
LI-5104,2026-04-08,2926,4,7.16,2026-04
LI-5005,2026-04-01,6100,10,25.39,2026-04
LI-5010,2026-05-20,42340,37,82.47,2026-05
LI-5013,2026-06-07,7451,8,18.36,2026-06
LI-5003,2026-06-03,12733,20,22.71,2026-06
LI-5010,2026-06-02,39037,56,63.99,2026-06
LI-5004,2026-04-02,39868,64,94.48,2026-04
LI-5002,2026-05-27,10102,7,35.12,2026-05
LI-5013,2026-05-08,6402,6,11.06,2026-05
LI-5004,2026-04-22,33180,43,139.15,2026-04
LI-5004,2026-05-22,35890,19,110.07,2026-05
LI-5009,2026-05-13,23542,10,48.0,2026-05
LI-5009,2026-06-11,12325,9,47.94,2026-06
LI-5006,2026-06-24,66139,47,257.18,2026-06
LI-5104,2026-06-17,755,0,2.15,2026-06
LI-5106,2026-06-17,7126,13,21.96,2026-06
LI-5008,2026-05-10,10061,10,17.53,2026-05
LI-5013,2026-05-13,5674,11,10.28,2026-05
LI-5010,2026-06-21,32929,69,108.87,2026-06
LI-5009,2026-05-11,19100,22,71.96,2026-05
LI-5106,2026-05-01,8823,6,25.42,2026-05
LI-5001,2026-04-06,42499,49,83.67,2026-04
LI-5011,2026-06-04,6389,12,20.83,2026-06
LI-5013,2026-06-16,5583,3,18.91,2026-06
LI-5002,2026-04-13,8198,12,17.43,2026-04
LI-5003,2026-04-29,16074,28,30.98,2026-04
LI-5016,2026-06-11,32973,18,123.74,2026-06
LI-5102,2026-04-15,5859,5,18.09,2026-04
LI-5001,2026-05-12,33320,69,55.01,2026-05
LI-5101,2026-04-22,7672,8,27.48,2026-04
LI-5104,2026-05-06,2605,1,6.1,2026-05
LI-5005,2026-04-14,5319,3,21.23,2026-04
LI-5015,2026-04-05,9588,5,20.99,2026-04
LI-5002,2026-05-26,10642,12,35.05,2026-05
LI-5104,2026-04-24,2851,2,7.91,2026-04
LI-5013,2026-04-19,5681,9,20.64,2026-04
LI-5103,2026-04-20,4152,2,17.16,2026-04
LI-5101,2026-06-30,7895,15,15.34,2026-06
LI-5012,2026-06-28,21097,22,83.04,2026-06
LI-5105,2026-04-11,8280,11,28.33,2026-04
LI-5003,2026-04-24,10778,8,45.22,2026-04
LI-5012,2026-06-07,17630,35,69.4,2026-06
LI-5001,2026-04-28,39251,63,105.64,2026-04
LI-5013,2026-04-13,7151,3,25.64,2026-04
LI-5102,2026-04-06,6250,10,20.45,2026-04
LI-5013,2026-05-16,5122,10,14.9,2026-05
LI-5016,2026-06-25,26002,18,87.03,2026-06
LI-5003,2026-04-23,19429,18,77.7,2026-04
LI-5102,2026-06-27,7719,10,31.93,2026-06
LI-5105,2026-04-16,7075,11,18.86,2026-04
LI-5008,2026-05-04,8707,4,21.67,2026-05
LI-5007,2026-06-18,13949,16,36.83,2026-06
LI-5005,2026-05-18,5057,2,17.93,2026-05
LI-5105,2026-05-09,5826,8,14.61,2026-05
LI-5009,2026-04-13,28395,27,47.39,2026-04
LI-5012,2026-05-02,19058,11,48.23,2026-05
LI-5001,2026-06-13,49440,31,136.99,2026-06
LI-5101,2026-05-30,6112,12,15.68,2026-05
LI-5013,2026-05-21,5567,10,15.64,2026-05
LI-5011,2026-06-28,5921,10,11.09,2026-06
LI-5104,2026-06-27,4002,3,8.95,2026-06
LI-5003,2026-04-25,12327,23,24.02,2026-04
LI-5010,2026-05-19,20451,21,65.3,2026-05
